Category,Name,Date/Time,Length,Link,Location,Type
Contest,UCRPC F21 Online Unofficial Mirror,"October 04, 2021 04:00:00( IST )",28 days 00:00:00,https://dmoj.ca/contest/ucrpc21,"Everywhere, Worldwide",Digital Only
Contest,SnackDown Practice Contest: Beginner,"September 04, 2021 02:30:00( IST )",127 days 00:00:00,https://www.codechef.com/SDPCB21,"Everywhere, Worldwide",Digital Only
Contest,DSA Learning Series,"March 29, 2020 18:30:00( IST )",730 days 00:00:00,https://www.codechef.com/LEARNDSA,"Everywhere, Worldwide",Digital Only
Contest,Youtube Practice Problems,"May 26, 2021 15:30:00( IST )",365 days 00:00:00,https://www.codechef.com/YTPP001,"Everywhere, Worldwide",Digital Only
Contest,Weekly Contest 264,"October 24, 2021 02:30:00( IST )",0 days 01:30:00,https://leetcode.com/contest/weekly-contest-264,"Everywhere, Worldwide",Digital Only
Contest,Biweekly Contest 64,"October 30, 2021 14:30:00( IST )",0 days 01:30:00,https://leetcode.com/contest/biweekly-contest-64,"Everywhere, Worldwide",Digital Only
Contest,Problem 769,"October 24, 2021 06:00:00( IST )",0 days 00:00:00,https://projecteuler.net/news,"Everywhere, Worldwide",Digital Only
Contest,Problem 770,"October 31, 2021 10:00:00( IST )",0 days 00:00:00,https://projecteuler.net/news,"Everywhere, Worldwide",Digital Only
Contest,Problem 771,"November 06, 2021 13:00:00( IST )",0 days 00:00:00,https://projecteuler.net/news,"Everywhere, Worldwide",Digital Only
Contest,Problem 772,"November 13, 2021 16:00:00( IST )",0 days 00:00:00,https://projecteuler.net/news,"Everywhere, Worldwide",Digital Only
Contest,Problem 773,"November 20, 2021 19:00:00( IST )",0 days 00:00:00,https://projecteuler.net/news,"Everywhere, Worldwide",Digital Only
Contest,Problem 774,"November 27, 2021 22:00:00( IST )",0 days 00:00:00,https://projecteuler.net/news,"Everywhere, Worldwide",Digital Only
Contest,Программирование - профессионалы (ком. 2021),"October 24, 2021 06:00:00( IST )",0 days 05:00:00,http://dl.gsu.by/LC.jsp?Type=-1&lng=ru,"Everywhere, Worldwide",Digital Only
Contest,Программирование - профессионалы (лич. 2021-2022),"October 29, 2021 05:00:00( IST )",0 days 05:00:00,http://dl.gsu.by/LC.jsp?Type=-1&lng=ru,"Everywhere, Worldwide",Digital Only
Contest,Программирование - профессионалы (ком. 2021),"October 31, 2021 06:00:00( IST )",0 days 05:00:00,http://dl.gsu.by/LC.jsp?Type=-1&lng=ru,"Everywhere, Worldwide",Digital Only
Contest,Программирование - профессионалы (лич. 2021-2022),"November 05, 2021 05:00:00( IST )",0 days 05:00:00,http://dl.gsu.by/LC.jsp?Type=-1&lng=ru,"Everywhere, Worldwide",Digital Only
Contest,Программирование - профессионалы (ком. 2021),"November 07, 2021 06:00:00( IST )",0 days 05:00:00,http://dl.gsu.by/LC.jsp?Type=-1&lng=ru,"Everywhere, Worldwide",Digital Only
Contest,Программирование - профессионалы (лич. 2021-2022),"November 12, 2021 05:00:00( IST )",0 days 05:00:00,http://dl.gsu.by/LC.jsp?Type=-1&lng=ru,"Everywhere, Worldwide",Digital Only
Contest,Гомельская отборочная олимпиада для ВКОШП - 2021,"November 14, 2021 09:00:00( IST )",0 days 05:00:00,http://dl.gsu.by/LC.jsp?Type=-1&lng=ru,"Everywhere, Worldwide",Digital Only
Contest,Программирование - профессионалы (ком. 2021),"November 21, 2021 06:00:00( IST )",0 days 05:00:00,http://dl.gsu.by/LC.jsp?Type=-1&lng=ru,"Everywhere, Worldwide",Digital Only
Contest,Grand Prix of Korea,"October 24, 2021 08:00:00( IST )",0 days 05:00:00,http://opencup.ru/index.cgi?data=ocm/schedule&menu=index&head=index,"Everywhere, Worldwide",Digital Only
Contest,Вторая командная олимпиада,"October 24, 2021 08:00:00( IST )",0 days 05:00:00,https://acmp.ru/asp/champ/index.asp?main=stage_info&id_stage=42149,"Everywhere, Worldwide",Digital Only
Contest,Codeforces Round #750 (Div. 2),"October 24, 2021 10:05:00( IST )",0 days 02:30:00,http://codeforces.com/contests/1582,"Everywhere, Worldwide",Digital Only
Contest,Codeforces Round #751 (Div. 1),"October 25, 2021 06:35:00( IST )",0 days 02:00:00,http://codeforces.com/contests/1601,"Everywhere, Worldwide",Digital Only
Contest,Codeforces Round #751 (Div. 2),"October 25, 2021 06:35:00( IST )",0 days 02:00:00,http://codeforces.com/contests/1602,"Everywhere, Worldwide",Digital Only
Contest,Codeforces Round #752 (Div. 1),"October 30, 2021 14:35:00( IST )",0 days 02:00:00,http://codeforces.com/contests/1603,"Everywhere, Worldwide",Digital Only
Contest,Codeforces Round #752 (Div. 2),"October 30, 2021 14:35:00( IST )",0 days 02:00:00,http://codeforces.com/contests/1604,"Everywhere, Worldwide",Digital Only
Contest,Технокубок 2022 - Ознакомительный Раунд 2,"November 12, 2021 05:05:00( IST )",2 days 00:00:00,http://codeforces.com/contests/1596,"Everywhere, Worldwide",Digital Only
Contest,Codeforces Round #TBA (Div. 2),"November 12, 2021 14:35:00( IST )",0 days 02:00:00,http://codeforces.com/contests/1605,"Everywhere, Worldwide",Digital Only
Contest,"Codeforces Round #TBA (Div. 1, based on Technocup 2022 Elimination Round 2)","November 14, 2021 06:05:00( IST )",0 days 02:00:00,http://codeforces.com/contests/1588,"Everywhere, Worldwide",Digital Only
Contest,"Codeforces Round #TBA (Div. 2, based on Technocup 2022 Elimination Round 2)","November 14, 2021 06:05:00( IST )",0 days 02:00:00,http://codeforces.com/contests/1589,"Everywhere, Worldwide",Digital Only
Contest,Technocup 2022 - Elimination Round 2,"November 14, 2021 06:05:00( IST )",0 days 02:00:00,http://codeforces.com/contests/1584,"Everywhere, Worldwide",Digital Only
Contest,Технокубок 2022 - Ознакомительный Раунд 3,"December 10, 2021 14:05:00( IST )",2 days 00:00:00,http://codeforces.com/contests/1597,"Everywhere, Worldwide",Digital Only
Contest,"Codeforces Round #TBA (Div. 1, based on Technocup 2022 Elimination Round 3)","December 12, 2021 15:05:00( IST )",0 days 02:00:00,http://codeforces.com/contests/1590,"Everywhere, Worldwide",Digital Only
Contest,"Codeforces Round #TBA (Div. 2, based on Technocup 2022 Elimination Round 3)","December 12, 2021 15:05:00( IST )",0 days 02:00:00,http://codeforces.com/contests/1591,"Everywhere, Worldwide",Digital Only
Contest,Technocup 2022 - Elimination Round 3,"December 12, 2021 15:05:00( IST )",0 days 02:00:00,http://codeforces.com/contests/1585,"Everywhere, Worldwide",Digital Only
Contest,Interview Series: Intuit,"October 24, 2021 13:30:00( IST )",0 days 01:00:00,https://practice.geeksforgeeks.org/contest/interview-series-intuit/,"Everywhere, Worldwide",Digital Only
Contest,Error 404: Code Not Found,"October 25, 2021 13:30:00( IST )",0 days 01:30:00,https://practice.geeksforgeeks.org/contest/error-404-code-not-found/,"Everywhere, Worldwide",Digital Only
Contest,Interview Series: Google,"October 31, 2021 13:30:00( IST )",0 days 01:00:00,https://practice.geeksforgeeks.org/contest/interview-series-google2/,"Everywhere, Worldwide",Digital Only
Contest,October Cook-Off 2021,"October 24, 2021 16:00:00( IST )",0 days 02:30:00,https://www.codechef.com/COOK134,"Everywhere, Worldwide",Digital Only
Contest,October Lunchtime 2021,"October 27, 2021 14:00:00( IST )",0 days 03:00:00,https://www.codechef.com/LTIME101,"Everywhere, Worldwide",Digital Only
Contest,SnackDown 2021 - Online Round 1B,"October 29, 2021 15:30:00( IST )",2 days 00:00:00,https://www.codechef.com/SNCK1B21,"Everywhere, Worldwide",Digital Only
Contest,November Challenge 2021 (Rated for Div 3),"November 05, 2021 09:30:00( IST )",10 days 00:00:00,https://www.codechef.com/NOV21,"Everywhere, Worldwide",Digital Only
Contest,November Cook-Off 2021,"November 21, 2021 16:00:00( IST )",0 days 02:30:00,https://www.codechef.com/COOK135,"Everywhere, Worldwide",Digital Only
Contest,November Lunchtime 2021,"November 27, 2021 14:00:00( IST )",0 days 03:00:00,https://www.codechef.com/LTIME102,"Everywhere, Worldwide",Digital Only
Contest,December Challenge 2021,"December 03, 2021 09:30:00( IST )",10 days 00:00:00,https://www.codechef.com/DEC21,"Everywhere, Worldwide",Digital Only
Contest,December Cook-Off 2021,"December 19, 2021 16:00:00( IST )",0 days 02:30:00,https://www.codechef.com/COOK136,"Everywhere, Worldwide",Digital Only
Contest,December Lunchtime 2021,"December 25, 2021 14:00:00( IST )",0 days 03:00:00,https://www.codechef.com/LTIME103,"Everywhere, Worldwide",Digital Only
Contest,Last Mile Hackers - ML Challenge,"October 25, 2021 22:00:00( IST )",14 days 06:55:00,https://www.hackerearth.com/challenges/competitive/tredence-last-mile-hackers/,"Everywhere, Worldwide",Digital Only
Contest,Amazon SDE I & II Hiring Challenge,"October 29, 2021 12:30:00( IST )",16 days 05:55:00,https://www.hackerearth.com/challenges/hiring/amazon-sde-i-ii-hiring-challenge/,"Everywhere, Worldwide",Digital Only
Contest,Clevertap Backend Engineer Hiring Challenge,"October 29, 2021 12:30:00( IST )",16 days 05:55:00,https://www.hackerearth.com/challenges/hiring/clevertap-backend-engineer-hiring-challenge/,"Everywhere, Worldwide",Digital Only
Contest,HealthifyMe Senior Backend Developer Hiring Challenge,"October 29, 2021 12:30:00( IST )",9 days 05:55:00,https://www.hackerearth.com/challenges/hiring/healthifyme-senior-backend-developer-hiring-challenge/,"Everywhere, Worldwide",Digital Only
Contest,Juspay Developer Hiring challenge 2021,"October 29, 2021 12:30:00( IST )",2 days 05:55:00,https://www.hackerearth.com/challenges/hiring/juspay-developer-hiring-challenge-2021/,"Everywhere, Worldwide",Digital Only
Contest,Route Mobile RAPID Hackathon. Prototype Phase. Online,"October 29, 2021 12:30:00( IST )",16 days 05:55:00,https://www.hackerearth.com/challenges/hackathon/routemobile-rapid-hackathon/,"Everywhere, Worldwide",Digital Only
Contest,Tara Capital Quant Developer Hiring Challenge,"October 29, 2021 12:30:00( IST )",9 days 05:55:00,https://www.hackerearth.com/challenges/hiring/tara-capital-quant-developer-hiring-challenge/,"Everywhere, Worldwide",Digital Only
Contest,Tecnotree Java/C++ Developer Hiring Challenge,"October 29, 2021 12:30:00( IST )",23 days 05:55:00,https://www.hackerearth.com/challenges/hiring/tecnotree-java-c-developer-hiring-challenge/,"Everywhere, Worldwide",Digital Only
Contest,Integrated Digital Label Hackathon. Prototype phase. Online,"October 31, 2021 18:30:00( IST )",13 days 16:00:00,https://www.hackerearth.com/challenges/hackathon/bayer-hackathon-2/,"Everywhere, Worldwide",Digital Only
Contest,Prasaga Use Case Ideathon. Idea shortlisting phase. Online,"November 01, 2021 08:00:00( IST )",4 days 23:59:00,https://www.hackerearth.com/challenges/hackathon/prasaga-use-case-ideathon/,"Everywhere, Worldwide",Digital Only
Contest,Impact Analytics Front-End Developer Hiring Challenge,"November 05, 2021 12:30:00( IST )",9 days 05:55:00,https://www.hackerearth.com/challenges/hiring/impact-analytics-front-end-developer-hiring-challenge/,"Everywhere, Worldwide",Digital Only
Contest,Infinx Java Product Engineer Hiring Challenge,"November 05, 2021 12:30:00( IST )",16 days 05:55:00,https://www.hackerearth.com/challenges/hiring/infinx-java-product-engineer-hiring-challenge/,"Everywhere, Worldwide",Digital Only
Contest,Saviynt Java Engineer Hiring Challenge,"November 05, 2021 12:30:00( IST )",9 days 05:55:00,https://www.hackerearth.com/challenges/hiring/saviynt-java-engineer-hiring-challenge/,"Everywhere, Worldwide",Digital Only
Contest,Juspay Hackathon. Prototype Submission Phase. Online,"November 10, 2021 06:30:00( IST )",18 days 11:59:00,https://www.hackerearth.com/challenges/hackathon/juspay/,"Everywhere, Worldwide",Digital Only
Contest,The World After Covid-19. Project Phase. Online,"November 13, 2021 00:00:00( IST )",15 days 23:00:00,https://www.hackerearth.com/challenges/hackathon/kpmgs-fullstack-azure-hiring-challenge/,"Everywhere, Worldwide",Digital Only
Contest,Infinx Data Structure Hiring Challenge,"November 19, 2021 12:30:00( IST )",9 days 05:55:00,https://www.hackerearth.com/challenges/hiring/infinx-data-structure-hiring-challenge/,"Everywhere, Worldwide",Digital Only
Contest,JustAnswer Sr.Software Engineer Challenge,"November 19, 2021 12:30:00( IST )",9 days 05:55:00,https://www.hackerearth.com/challenges/hiring/justanswer-software-engineer-hiring-challenge/,"Everywhere, Worldwide",Digital Only
Contest,I3 – Innovate – Ideate – Implement. Prototype Submission Phase. Online,"November 21, 2021 18:30:00( IST )",20 days 23:59:00,https://www.hackerearth.com/challenges/hackathon/i3-innovate-ideate-implement/,"Everywhere, Worldwide",Digital Only
Contest,Kongsberg Digital Hiring Challenge,"November 26, 2021 12:30:00( IST )",9 days 05:55:00,https://www.hackerearth.com/challenges/hiring/kongsberg-digital-hiring-challenge/,"Everywhere, Worldwide",Digital Only
Contest,Bsides Jeddah 2021,"October 27, 2021 08:00:00( IST )",1 days 00:00:00,https://ctftime.org/event/1468/,"Everywhere, Worldwide",Digital Only
Contest,Killer Queen CTF 2021,"October 29, 2021 14:00:00( IST )",2 days 10:00:00,https://ctftime.org/event/1482/,"Everywhere, Worldwide",Digital Only
Contest,Hack.lu CTF 2021,"October 29, 2021 18:00:00( IST )",2 days 00:00:00,https://ctftime.org/event/1452/,"Everywhere, Worldwide",Digital Only
Contest,Bambi CTF #6,"October 30, 2021 10:00:00( IST )",0 days 06:00:00,https://ctftime.org/event/1406/,"Everywhere, Worldwide",Digital Only
Contest,UUTCTF 2021,"October 31, 2021 13:00:00( IST )",1 days 00:00:00,https://ctftime.org/event/1471/,"Everywhere, Worldwide",Digital Only
Contest,BSides Ahmedabad CTF 2021,"November 06, 2021 03:00:00( IST )",1 days 00:00:00,https://ctftime.org/event/1466/,"Everywhere, Worldwide",Digital Only
Contest,Winja CTF | c0c0n 2021,"November 12, 2021 16:30:00( IST )",0 days 14:00:00,https://ctftime.org/event/1477/,"Everywhere, Worldwide",Digital Only
Contest,K3RN3LCTF,"November 12, 2021 17:00:00( IST )",1 days 11:59:59,https://ctftime.org/event/1438/,"Everywhere, Worldwide",Digital Only
Contest,HK Cyber Security New Generation CTF Challenge 2021,"November 12, 2021 18:00:00( IST )",2 days 00:00:00,https://ctftime.org/event/1432/,"Everywhere, Worldwide",Digital Only
Contest,CSAW CTF Final Round 2021,"November 12, 2021 19:00:00( IST )",1 days 19:00:00,https://ctftime.org/event/1316/,"Everywhere, Worldwide",Digital Only
Contest,Intent CTF 2021,"November 13, 2021 16:00:00( IST )",2 days 00:00:00,https://ctftime.org/event/1454/,"Everywhere, Worldwide",Digital Only
Contest,SPbCTF's Student CTF 2021 Finals,"November 14, 2021 09:00:00( IST )",0 days 09:00:00,https://ctftime.org/event/1379/,"Everywhere, Worldwide",Digital Only
Contest,Balsn CTF 2021,"November 20, 2021 02:00:00( IST )",2 days 00:00:00,https://ctftime.org/event/1376/,"Everywhere, Worldwide",Digital Only
Contest,CTF Russian Cup 2021,"November 20, 2021 09:00:00( IST )",1 days 00:00:00,https://ctftime.org/event/1479/,"Everywhere, Worldwide",Digital Only
Contest,LLM CTF,"November 23, 2021 19:00:00( IST )",4 days 00:00:00,https://ctftime.org/event/1478/,"Everywhere, Worldwide",Digital Only
Contest,Damncon 2021,"November 24, 2021 12:00:00( IST )",1 days 00:00:00,https://ctftime.org/event/1481/,"Everywhere, Worldwide",Digital Only
Contest,Securebug.se CTF Freya 2021,"November 26, 2021 14:00:00( IST )",2 days 00:00:00,https://ctftime.org/event/1448/,"Everywhere, Worldwide",Digital Only
Contest,CyberSecurityRumble CTF,"November 26, 2021 20:00:00( IST )",2 days 00:00:00,https://ctftime.org/event/1429/,"Everywhere, Worldwide",Digital Only
Contest,ISITDTU CTF 2021 Quals,"November 27, 2021 00:00:00( IST )",1 days 00:00:00,https://ctftime.org/event/1464/,"Everywhere, Worldwide",Digital Only
Contest,Dragon CTF 2021,"November 27, 2021 12:00:00( IST )",1 days 00:00:00,https://ctftime.org/event/1457/,"Everywhere, Worldwide",Digital Only
Contest,m0leCon CTF 2021,"December 02, 2021 20:00:00( IST )",1 days 00:00:00,https://ctftime.org/event/1456/,"Everywhere, Worldwide",Digital Only
Contest,MetaCTF CyberGames 2021,"December 03, 2021 20:00:00( IST )",2 days 00:00:00,https://ctftime.org/event/1476/,"Everywhere, Worldwide",Digital Only
Contest,HITCON CTF 2021,"December 04, 2021 02:00:00( IST )",1 days 12:00:00,https://ctftime.org/event/1460/,"Everywhere, Worldwide",Digital Only
Contest,VULNCON CTF 2021,"December 04, 2021 10:30:00( IST )",1 days 00:00:00,https://ctftime.org/event/1469/,"Everywhere, Worldwide",Digital Only
